message;text
personal;thx 4 all u do! RT @StraffordCAP Thanks for the warm welcome from @RepAnnieKuster staff. #CommunityAction looks forward to working with you
information;"The U.S. House of Representatives  STEM App Challenge begins today! Learn more here &amp; sign up: http://t.co/qeUw2nUyXU"
policy;Gun violence is a public health issue. Iâ€™m working to lift the current prohibitions on CDC, NIH, and HHS research into firearm safety.
support;Your vote is your voice. Pledge to vote  in this election now: http://t.co/98SNPAk2iP
policy;I'm signing the discharge petition to #raisethewage because New Mexicans working full-time shouldn't be living in poverty. @RepAdamSmith
policy;On this #LGBTPrideMonth, we rededicate ourselves to the principle that discrimination has no place in America. http://t.co/NLimb4ui8Z
support;RT @TheBuffaloNews Check out 'Buffalo, beauty from above,' gallery of 150 aerial photos by @DerekGeePhoto http://t.co/aLSMEAGUqh
support;LAâ€™s Maria Contreras-Sweet knows what it takes to help entrepreneurs/small business. Will be terrific leader @SBAgov http://t.co/YOZ6NiDYtm
policy;Senator Stabenow Introduces Legislation to Crack Down on Currency Manipulation by Japan, China, Other Nations http://t.co/gng6vsNdO1
information;Payne celebrates 50th Anniv of Civil Rights Act, Says Best Way to Celebrate is by Congress Passing Updated #VRA4Today http://t.co/VfOqalaaW7
personal;"We lost a brave soul this past weekend. Thank you Col. 'Bud' Day for a lifetime of bravery &amp; service to our country. http://t.co/oVOZv5HOgN"
personal;"7/17/13: Head of the #IRS will testify at our @SmallBizGOP hearing &amp; I'll demand answers to your questions #sctweets http://t.co/zy1gF0fUsS"
policy;#AuditTheIRS http://t.co/l4eG6RR6MF
support;The only way for Washington to control its spending problem is to start budgeting â€“ and budgeting responsibly. http://t.co/vRATJ9Ni #tcot
information;President Obamaâ€™s #ConnectED Initiative gets important boost with support from @Adobe: http://t.co/pR9XmEdrM0.
media;"Today I am touring local businesses in Cherryvale, Parsons, Columbus &amp; Galena! First stop is at ProMotion Pysical Therapy in Cherryvale."
policy;Today's announcement that Pres Obama will be shutting down his jobs council is unacceptable. Please RT if you agree. http://t.co/k9t1wrgG
mobilization;"Today is PTSD Awareness Day. #PTSD is very real &amp; troublesome for many of our returning soldiers. Don't ever be afraid to get or offer help!"
support;Congrats @BarackObama on getting a Surgeon General who extols the health benefits of restricting 2nd Amdt rights.  Happy #BillofRightsDay
constituency;RT @SEATTV: @SenMikeLee fun photo contest of roads in Utah http://t.co/l4appx9NjN #roadlesstraveledutah #utpol
personal;Congrats to our European partners in space exploration for landing the first-ever spacecraft on a comet.
policy;â€œWomenâ€™s rights are human rights.â€ù â€“ Former Secretary of State Hillary Clinton http://t.co/iqBQ1Eqian
support;I cosponsored HR 2009, a simple, 2 page bill that prevents the #IRS from enforcing Obamaâ€™s takeover of healthcare #stoptheIRS
information;Instead of fighting a war on #cancer, Tea Party is waging a war on cancer patients http://t.co/9maVFy9f3y
media;Getting ready to talk about the issues Hoosiers care about w/@Amoswtlcindy today @ 2pm.  Listen on @am1310thelight.
policy;@RunThisTownJB ...that lowers rates for all students. http://t.co/tt53cTQawj
constituency;Marching for our #veterans at the Little Neck-Douglaston #MemorialDay Parade w/ Mayor @BilldeBlasio http://t.co/3XQVAWL9z3
information;"June is LGBT Pride Month; Lets renew our efforts to eliminate barriers to #equality http://t.co/MEpJhaxzaW"
personal;Happy 4th of July everyone. #fourthofjuly http://t.co/y5pyFgKyv9
policy;"#TaxReform: Closing special-interest loopholes will help lower rates &amp; boost the economy http://t.co/LNwBgVhSqu @RepDaveCamp via @WSJ"
personal;Tune in at 2pmMST for @SJenning5's commencement address @DickinsonU graduation - a well deserved honor. #NDPride  http://t.co/ZlTeGxbocm
policy;The families who saw benefits lapse on Dec 28 are counting on the Senate to get UI extension over the finish line: http://t.co/Vwtuz8Q84K
information;@wuky Senate Democrat Leadership Blocks McConnellâ€™s #SavingCoalJobsAct http://t.co/K4WW8k2UaB
personal;V disappointed my amendment to restore $4.1b in funding to #SNAP food stamp program in #farmbill failed on the Senate floor today.
support;It's Game Day at the Swamp and only #GATORS get out alive! GO UF! #UFFootball #UF #BeatToledo #GoGators http://t.co/Q5DKbO3HHF
information;Manitou Springs takes #COenergy to next level, aims to be 1st to power all city buildings w/ #solar: http://t.co/axW9SbqqTs via @csgazette
policy;A $17 trillion debt is not the legacy we should leave for our children. #Time4Solutions http://t.co/GHvotJHAqL
policy;"RT @HRC: Great news! AZ @GovBrewer Vetoes Horrendous ""License to Discriminate"" Bill #SB1062 http://t.co/L8AVuvSNyxâ€_ via @HRC"
policy;Even though the president is allowing his jobs council to dissolve, I hope that creating #jobs will be a priority.  http://t.co/oA6nxBhw
policy;RT @SpeakerBoehner: House votes again to continue benefits for families of fallen troops http://t.co/meTv4a6Nbl Disgraceful that this relieâ€_
personal;Going LIVE on ABC-7 SRQ http://t.co/MMRWNy0ZO9
personal;You didnâ€™t have to agree with Gail to love her. She was Nashvilleâ€™s finest. (2/2) http://t.co/tvmjUhODTG
media;NOW: Sen. Sanders is on @CNN's @TheLeadCNN talking with @JakeTapper about the #CRomnibus.
constituency;"Orlando reps w/ @CCAssociationDC &amp; ClearSky came to discuss the impact of competitive wireless services in Central FL http://t.co/jMMjaR0ec1"
policy;MT @WhiteHouse Its time for states refusing to expand Medicaid to put #PeopleOverPolitics help millions #GetCovered: http://t.co/VuxZim8nys
policy;Just introduced my Manufactured Housing bill to the House @FinancialCmte for markup. #congress #tn08 #fiservices
support;"Talking lack of answers &amp; faulting Obama foreign policy on #Syria &amp; #Benghazi with @1400WOND's Don Williams now."
support;.@timesunion: New York State sees end-of-season surge in #Obamacare signups http://t.co/CfCyC7F23u #ACA
personal;"Honored to stand w/ #LASD Sheriff, @Rep_JaniceHahn, @RepRoybalAllard, &amp; @mridleythomas to stand up to #gunviolence. http://t.co/wMl24kyJAO"
personal;"Joined with Howard &amp; Jean Somers last weekend, as part of 'Operation Engage America,' to raise awareness around PTSD. http://t.co/A1DmhFoABu"
support;Ben- Will be voting soon tonight , more debates and votes to follow tomorrow, tune in on Cspan2 http://t.co/6ddRGwp1Ol
support;@marty_walsh @RepMaloney working to keep our #MA communities safe.
personal;"Glad to meet #NJ's @SenateYouth leaders Allison Berger from Madison &amp; Rafael Nunez from Irvington in DC for #USSYP http://t.co/Q2iIhIebIz"
support;â€˜Born-free American womanâ€™ @TeaPartyBecky Gerritson confronts her government [VIDEO] http://t.co/yS4nrVUdvw @DailyCaller #IRS
support;Proud to be named a â€œFreshman to Watchâ€ù over the weekend. Glad to see my friend @RepLukeMesser on the list as well. http://t.co/qG2cLbDX
personal;Thanks for the #FollowFriday #FF: @FinancialCmte @RepGarrett @RepShelley @RepJohnCampbell @PatrickMcHenry
personal;PHOTO: @RepAndreCarson at the West #Indy Community Day for Congress on Your Corner. http://t.co/k4xs8uQGXE
constituency;Asking Homeland Security Secretary about efforts to stop drug-trafficking - very concerned about heroin epidemic that we're seeing in NH
support;Weeping may endure for a night,but joy cometh in the morning.For the uninsured ,the morning as come.Go to http://t.co/rHQBZevHFU see options
policy;@StephenCRT  The FAA spent $5M on 1 conference, $200M on travel and supplies and $500M on consultants. They should keep towers open instead.
personal;Enjoyed kielbasa and stuffed cabbage at #EthnicDay #Carteret with @DanReiman and other elected officials. http://t.co/hPY3927Jbt
constituency;Thanks to Mr. Kreider's 8th Grade Civics classes at Harrisburg Academy for the privilege of joining these students. http://t.co/KrTdW7AsY3
policy;Today the U.S. Senate begins to debate Comprehensive Immigration Reform. We should all come together to reach this important goal.
policy;Important NYTimes column about having a food industry that is humane and a better reflection of our values. http://t.co/iBq4mKseJg
policy;American people see we can have these conversations in Washington...need to have more of them...I believe we will. http://t.co/7yRDrJHCFo
other;Met w/ folks from #StandingRock today to talk about their plan to boost #native tourism across #NorthDakota http://t.co/kgfXkyZtQU
personal;Congrats to @LaughlinAFB on being #1 of 12 Air Force bases in reducing energy consumption for last 6 quarters! #USAF #DelRio #LaughlinAFB
constituency;Ohioans can still vote today despite the #GOPShutdown. Many courts last year, including the Supreme Court,... http://t.co/938Y5Uk8gG
information;"Touring the damage after recent tornado in #WatfordCity &amp; discussing coordinated response of disaster preparedness http://t.co/MF7i0k44CK"
information;Computer glitch creates world's first trillionaire. #Obamacare â€˜glitchesâ€™ $1 trillion new debt. http://t.co/SMZvb076R1 #fail
attack;UI expiration to cost economy $3 billion in Jan and Feb. #renewUI #ActOnUI #p2 http://t.co/w03nF2Cj7q http://t.co/uBOTu7gepA
policy;"Medicare is an important lifeline for seniors &amp; must be protected from hostile attacks to privatize it or weaken it http://t.co/RS6WcEvO9N"
policy;Just voted to allow a lawsuit against President Obama. Congress must act to defend the #Constitution. #liberty #PJNET http://t.co/cvYtvQaKDf
attack;UNBELIEVABLE: One day after US economy suffers contraction in GDP growth, Pres. Obama dissolves Jobs Council: http://t.co/itu3LkVd
media;If you're on #Maui tomorrow morning, tune in to @KPOA935FM for talk story w/ Alaka'i Paleka and Rep. Tulsi Gabbard @ 8:30am.
policy;Critics Question Boggs Bias http://t.co/vTvNPAR17N' via @DailyReport
constituency;Had constituent meetings today in our Kingston District Office.  Very helpful to get feedback on the issues.  #NY19
policy;"22 veterans a day die from suicide. We must work to ensure vets with #PTSD &amp; #TBI get the care they deserve. #Stop22aDay"
policy;We need a clear and concise plan to take down #ISIS: http://t.co/I7a2FR0KOu
media;"Tune in to @FoxNews at 8pm ET to see my interview on the @oreillyfactor about the #Gosnell murder trial &amp; controversies related to @PPact"
information;.@NPCA estimates businesses near national parks are losing $30M EVERY DAY theyâ€™re closed: http://t.co/hBRBDltBum #EnoughAlready
support;I am proud to be a part of a group focused on finding common ground. http://t.co/lrzMSQyS @NoLabelsOrg
support;LISTEN LIVE NOW: On @TalkRadio1210 w/@DickMorrisTweet abt Helping Families in #MentalHealth Crisis Act. #HR3717 http://t.co/kakSr7UEze
information;Heading to the North Carolina tobacco fields today to investigate conditions for workers. http://t.co/3zOW6hbAjj @aflcio @Ohioaflcio
policy;We must continue the fight to protect our unborn children. They're counting on us. #prolife #roe40
support;MEPS Act covered today in context of #FortHood: http://t.co/f8PiRfrIOH Thank you @ntsongas for cosponsoring this important bill
personal;Honored to participate in a wreath laying to commemorate the fallen of WWI at the Suresnes American Cemetery #DDay70 http://t.co/lBQgxlQWct
personal;Good luck to all California players in tonights n
policy;Local small businesses in #Idaho are alarmed over #Obamacare. #idpol http://t.co/2lmkZpsfTn
media;"Cantwell-backed resolution passes Senate. Honors history, legacy of African Americans &amp; observes Black History Month: http://t.co/zFzPZ7h3KM"
media;My guest for the #SOTU is Captain John Orosz, a wounded warrior from the 101st Airborne. #SOT http://t.co/TMv5RgMwQy
policy;Interesting read from the @nytimes - In Climbing Income Ladder, Location Matters http://t.co/4LP6BXOQ1D
personal;Queen Creek! Buckeye! Yuma! I'll be in your neck of the woods this month. Check out the attached flyer for more info. http://t.co/wXlONpFXxK
policy;A womanâ€™s boss or zip code shouldnâ€™t determine her access to preventive care. Equality means equal access to affordable healthcare #WEmatter
policy;Yes, the President won re-election. But so did the House he accuses of being obstructive. Maybe he should talk to us and not just Putin.
support;Happy St.Joseph's Day to Joseph, Jose, Giuseppe, etc. Have a great day!! @SenatorSerrano @repjoecrowley @JoseADelgadoEND @jdbalart
policy;Instead of protecting Americans, the #NSA endangered Americans. RT @BloombergNews: The NSA knew for at least two years about Heartbleed.
support;"Happy Birthday to Rachel Carson, environmentalist &amp; author of Silent Spring -- recognized in today's @google doodle! http://t.co/Hp0fsBEQh9"
policy;"Alexander to Obama admin: â€œSecure the border nowâ€_ and propose a serious plan"" to deal with #immigration crisis https://t.co/xZydXuiOhU"
personal;Spoke to the #Victorville Rotary Club this week. http://t.co/bjWY2tPyHg http://t.co/FDXo4sObAA
policy;Last week, the largest U.S. movie-theater chain cut the hours of many workers below 30 hours to bypass Obamacare. http://t.co/DhBjFmLfzr
support;Best wishes to native Iowan and former Drake University golf star @ZachJohnsonPGA this week at the Masters! http://t.co/2zXu5ssbc2
policy;"More proof #Obamacare is #Bad4Jobs - schools &amp; local gov'ts are dropping full-time workers. http://t.co/TSv4npNENW #FairnessForAll"
policy;"#WATCH:  Todayâ€™s #tax code is too complex, too costly, &amp; too time consuming. Via @FixOurTaxCode #CutTheCode #pjnet http://t.co/QDEPN8Xda8"
personal;"Congrats 2 Caroline Carter of Dover &amp; Quinn Griffith of Lee on being honored as NHâ€™s top youth volunteers! Look fwd to seeing them both tmrw"
policy;On #House Floor to be voice of those already harmed by the consequences of #ACA including a 6th generation 110 year #business from #PA
personal;Yesterday afternoon I visited and toured Thomas Built Buses, located on the #Randolph - Guilford County line. #NC02 http://t.co/3bjA1yTvYJ
support;Today @SpeakerBoehner named the R members of the #Benghazi Select Committee. I am confident their work will help us uncover the truth.
support;Joined @SenBlumenthal @CONNSTEP @UAW today to send this msg: We should be exporting CT products not CT jobs. Time to #BringJobsHome to CT
policy;@davidcicilline is about to speak on the House Floor on the #GOPbudget. Watch live http://t.co/QeiY2uDK13
policy;Congrats to Somerset County's Sam Childers on receiving Mother Teresa Award. Read about his work w/orphans overseas: http://t.co/TRB028HsRa
personal;Welcoming #ISA students on #SA2020 trip in DC. they're hoping for snow! http://t.co/l7y1oT6CJQ
support;Recent CRS analysis shows how coupling reforms w/ debt limit increase is common, bipartisan practice http://t.co/s8BltZ77p3 #LetsTalk
policy;.@facebook's new privacy policy is a laudable change. As I've said, it should be up to the user to decide how much they share w/ the public.
personal;We remember the victims of 9/11 and their families and give gratitude to our troops for protecting our safety and freedom.
policy;"#Obamacare signed 4 years ago today; a bad law made worse by errors, misinformation &amp; costly regulations: http://t.co/AszzR9cxBK #fullrepeal"
policy;Israeli military captures #Hamas manual explaining how civilian human shields can be used against #IDF forces. http://t.co/H1H3QmamQq
information;"ICYMI-I talked to @jmartNYT for a @nytimes story on the #VRA ruling &amp; voter suppression across the south #ncpol http://t.co/KBgz0Xuhj6"
information;RT @CoryBooker: Meeting with @SenLandrieu, Chair of the Small Business Committee - v impt for New Jersey jobs: http://t.co/KWj1MOIlVs
information;"Visited Polk Training Center for the Handicapped &amp; toured the student gardens and work stations http://t.co/NfVYyEWYeh"
policy;#HigherEd must be affordable. 121,570 Oregonians owe on average $3676 in Stafford loans. Higher interest rates=more debt. #DontDoubleMyRate
policy;Release: Price Issues Statement on Oklahoma Disaster #ncpol #Oklahoma http://t.co/7NBfCmqkBc
policy;"Mike from Cinci: â€œI worry next year, my family and I will be facing even higher deductibles &amp; out of pocket costsâ€ù http://t.co/QPLrX1zqVG"
support;"At 12:30 I will participate in a call with Freedomworks &amp; bloggers nationwide to discuss how Obamacare is hurting the economy. #FWroundtable"
policy;It's shocking that there is no federal law defining #guntrafficking as a crime.I'm gratified by bipartisan progress on this important issue.
personal;"Sweet corn &amp; pork chops on-a-stick for me! -Al MT @exploreminn: Al, do you prefer cheese curds or deep fried pickles at #mnstatefair?"
policy;Great talk earlier tonight w/@TheKudlowReport. Reality: #Budget talks deserve look into mandatory spending. Let's get the math right.
personal;Congress must extend the #911health bill â€“ responders and survivors still suffer 13 yrs later. My op-ed in @TheHill: http://t.co/oHqtrM49Dh
constituency;@Kattiakat that is so awesome! I'd love to visit. I'm in Trenton today though so I can't. Please wish everyone happy holidays for me.
support;Glad @WhiteHouse raising the min wage for federal contractors. It's time for #Congress to #RaiseTheWage for ALL Americans. Let's get it done
policy;I wonder if the Republicans using the House floor for campaign purposes, as they are now doing, is a Hatch Act violation. #notalawyer
policy;Great op-ed: Preserve the Beer/Farm Partnership http://t.co/oWnjZ3j1qF via @BlueRidgeNow
policy;I was on @MSNBCâ€™s @EdShow last night talking about the state of #Washington. Check it out here: http://t.co/LmXUhFTQUB
support;RT @RepTomRice @RepDeSantis, thank you for cosponsoring my #STOPres and joining my discussion on the House Floor tonight!
personal;I was delighted to participate in the Park Cities Rotary Clubâ€™s Fourth of July parade. #TX32 #IndependenceDay http://t.co/yS9y6R2MQG
personal;I released a statement on the appointment of a new acting director for New Mexico's VA. Read it here: http://t.co/q9DSNEHHyo
personal;Thanks to Stewart of #Searcy for becoming my 6,000th like on @Facebook! http://t.co/4Qql4kR2 #ar2
personal;"Article in National Review discussing my legislation to end dangerous 'sue &amp; settle' litigation practices READ HERE: http://t.co/4iVK2op6Ts"
policy;Met w Mike Hammer frm @StateDept Public Affairs @ActualidadRadio in #Miami + dicussed  #Obama's recent trip 2 #LatAm http://t.co/waV5UNj2aw
support;Great to meet with @fast4families again to discuss why the #TimeIsNow. Make your voice heard: http://t.co/Fq8zsqPjej http://t.co/bSgQMEx14M
policy;#IL has 67 craft breweries w/ 2,847 workers. I support S. 917 to help these small businesses grow. @IllinoisBeer http://t.co/v63Umx4TFs
policy;Corker: Our legislation takes a three-prong approach to prevent the situation [in Ukraine] from becoming far worse http://t.co/pexb7cEd5x
support;Thanks to @NEH_ODH  for awarding grants to Carver Library and Louisiana Endowment for the Humanities for their Bridging Cultures collection
policy;The longer we take to deal with it, the more costly it will be to address. #ActOnClimate - #HappyEarthDay
media;Good being with you RT @bruceanddan: Pleased to be joined now by @RepHultgren to discuss the vote on the Keystone XL pipeline. @wlsam890
personal;@brodskysdeal You rock. Not sure when I'll be back but I hope soon.
policy;DID YOU KNOW: 73% of Americans want to #RaiseTheWage and 67% of small business owners agree? #WEmatter
support;How is ObamaCare affecting you? Have a question about implementation? Tell me using #AskSebelius. #pjnet #tcot
constituency;Great @projo list of ways to enjoy Rhode Island this weekend! http://t.co/qAIz3gATyL
support;"For 20 yrs #BradyBackgroundChecks kept 2.1M guns from wrong hands. Time to #FinishTheJob &amp; expand checks http://t.co/7RClzwYPcD"
personal;"Sadly, we lost the game &amp; the league championship. I love Bergenfield EXCEPT for what they did to NVOT that year. We Wuz Robbed! @chazferrer"
information;"Today, my staff spoke to the Yell County Retired Teachers Assn, including some of my former teachers &amp; my mom, Avis! http://t.co/GRiH055JoQ"
information;"Talking #fairness &amp; #songwriterequityact in today's .@HouseJudiciary hearing http://t.co/hYtJr7liBC"
personal;Progress is good at @CenteronHalsted @heartlandhelps affordable housing project for #LGBT seniors in #Chicago #IL05 http://t.co/hR3JaM54OH
policy;This isnâ€™t the whole solution, but itâ€™s a good firs step in getting our veterans the care they need and deserve.
information;For those affected by last year's tornado disaster, June 1 is the last day to apply for aid through March2Recovery. http://t.co/GS8IPu6zBE
personal;RT @nwi_rda: Fresh photos of an absolutely gorgeous Marquette Park. http://t.co/trJHhV7x82
personal;"#1010means lifting the wages of 15 million women &amp; their families #RaiseTheWage http://t.co/k1as13BlJW"
media;Hello, Texas! About to get started at #RPTCON14
support;I support funding to help #highschool dropouts #atriskyouth get their #GED and  skills to turn their lives around. http://t.co/zXM76lhmT3
personal;RT @IN_Soy1: Thank you to @ToddRokita for a great meeting to discuss #agriculture with our #Indiana soybean farmers! http://t.co/7VW99WYrqL
policy;"Pleased Senate passed the Farm Bill. It's a big win for Upstate NY. Example: ""Farm bill aids Rome olive oil producer"" http://t.co/24MpWJK7yH"
personal;"MT ""@Nature_Florida: Touring New River, @FTLCityNews w/Mayor @JackSeiler &amp; @SenWhitehouse to see #KingTide in action http://t.co/v93lIB3mfVâ€ù"
personal;Looking forward to meeting environmental science students at Frederick HS this afternoon, right after my lunch with seniors
personal;Awesome turnout (inc Mr. Potato Head) for launch of CT Food Bank GROW mobile food bank in #NewHaven.
policy;#Obama #DoubleSpeak at its best: Said #Bush43 went around Congress with Executive orders, denies doing the same. http://t.co/99Xoyf3epJ
support;RT @RepDWStweets: Thank you Mayor @JulianCastro for making Devin's dream come true! #GoHeat #Devinsjourney @rixyspr http://t.co/WE8C9UTsH1
attack;Huge Admission from @DeptVetAffairs IG. Plenty of evidence of data destruction and data manipulation. #Criminal
support;"""MD's least expensive ObamaCare plan will be 83% higher than the lowest-cost plan sold in that state this year"" http://t.co/SuKIMTHcdz"
support;I applaud @usedgov for shining a light on the sector. I'm hopeful the #ForProfit task force also announced will provide clarity for schools.
media;Hope you can make it to one my Staff-led Veterans Assistance Sessions next Friday! Details here: http://t.co/TZ94MNA4RG
information;â€œPerseverance and spirit have done wonders in all ages.â€ù Today we honor the birth of the â€œfather of our country,â€ù George Washington.
personal;@torreymspears thx Torrey!
policy;#WhatWomenNeed this Valentineâ€™s Day is #equalpay. Check out my video http://t.co/rsj3LKdk8D
personal;"Debate priorities, set priorities, &amp; live within our means; thatâ€™s what American families have to do &amp; what our govt must do."
information;So relieved to hear that sixty-three girls kidnapped by Boko Haram escaped from their captors. #BringBackOurGirls http://t.co/t1sHft0cB4
policy;Today's @IndianCommittee hearing provided me w important info on Native American housing development needs. http://t.co/FMuGAkLzBt
support;"On the @SenateFloor now to discuss #Obamacare &amp; higher health-care premiums. Watch here: http://t.co/8o4feehO9V."
support;.@iava We must do more to #CombatSuicide
media;I'll be on @MeetThePress this Sunday morning, local listings here: http://t.co/wa25Vcr0Pb
information;The #Benghazi hearing begins today, you can watch the live stream beginning at 10:30 CT here: http://t.co/d7t4IH3J6O
policy;â€œThe fog of #ObamaCareâ€ù op-ed in @washingtonpost today highlights the uncertainties ObamaCare brings to #SmallBiz. http://t.co/moiF4LnP8q.
information;Good news for @ContraCostaCnty: Passed legislation so important work can get done at Walnut Creek in a timely manner. http://t.co/SS11eFAopK
personal;Headed to East Northport to announce solution to protect seniors from identity theft. Take Social Security #s off Medicare cards!
support;@RepSusanDavis thanks for joining. San Diego's #innovation economy pushing forward cc: @Markcaffertysd @sdchamber
information;follow @GeorgiaPower for information about dealing with power outages.
information;Small businesses are being forced to reduce employee hours in order to comply with #ObamaCareâ€™s mandates http://t.co/QPLrX1zqVG
support;"Nominating @UConnWBB coach Geno Auriemma &amp; @UConnMBB Kevin Ollie for the ALS #IceBucketChallenge. You have 24 hours: http://t.co/mUhuS9qmsx"
support;A somber, dignified return home for Maj. Gen. Harold Greene, another American hero who gave the last full measure of devotion to his country
mobilization;"Maternity care, ER visits, prescriptions &amp; preventive care covered by new health plans. Tell your adult kids gets to enroll #MomKnowsBest"
information;Discussed accountability and transparency in the VA with Concerned Veterans for America (@concernedVets) w/ CEO Pete Hegseth (@petehegseth)
policy;33k jobs impacted due to the #Obamacare medical device tax http://t.co/a4FFzsZFqw
media;â€œKinzinger, Harms talk concealed carryâ€ù via Pontiac Daily Leader: http://t.co/XhQ6nCut2x
information;President Obama's amnesty is lawless and unconstitutional: http://t.co/fL71hCIqHc #StopObamasAmnesty http://t.co/963JFR18Ba
support;Be sure to tune in to @allinwithchris on @MSNBC at 8pm tonight. I'll be on to talk about the latest #NJ news
support;Kickoff is almost here! #GoBroncos #UnitedInOrange
policy;Recent grads find themselves unable to participate in our economy due to their mountain of debt. #BankOnStudents #p2 http://t.co/pxrwwAVn7h
policy;On this 40th anniversary of the Supreme Court's Roe v. Wade decision, I proudly reaffirm my support for pro-life policies.
personal;At Newport News today for the christening of the nation's newest air craft carrier, Gerald R. Ford (CVN 78) http://t.co/Kwpu63WIku
personal;So great to be with my son Stephen at the 2013 Senior PGA Championship at Bellerive Country Club! http://t.co/vv6TjOLuOL
support;House unanimously passed Monday a bill I worked on w @RepBillJohnson to save taxpayers millions by revising EPA reg http://t.co/cSJEqhJdjM
personal;Thank you @RepSinema for drawing attention to veteran suicide prevention, raising awareness to #Stop22aDay http://t.co/HcSvauumUQ
mobilization;What do you think about new oil well construction in West Adams?  Come share your thoughts at today's 9am community meeting in @HolmanUMC
personal;Thanks to Dr. Knapple, the American College of Gastroenterology's Governor for Arkansas, for stopping by today.
personal;#OnThisDay in #1866, President Johnson declared that the American #CivilWar was over.
personal;Thanks for your support! MT @SenOrrinHatch: Today is #NationalPediatricBrainCancerAwarenessDay. Hope you'll join me in fighting this disease
policy;Obama Admin not saying how many enrollees to #Obamacare. @CNN found 114k total on 14 state-run exchanges. Watch  http://t.co/fqqEfq6HX2
policy;ICYMI: Seattle Times' Editorial advocating passage of my bill to combat sex trafficking. #NotForSale http://t.co/6uDkVgac9g
support;"Almost as good as royal baby! â€œ@malbertkstp: As 1st trip, new @USDOT secretary 2 visit 35W bridge, meet @GovMarkDayton &amp; @amyklobuchar 2day"""
policy;"Excited to join @fairvote today @NYUWashingtonDC &amp; speak on need to safeguard our most fundamental right as Americans: our right to vote"
support;D-Day: our soldiers did a great service not only to America, but to all mankind. Let's #neverforget their strength and courage.
policy;Thanks, @GreggHarper, for supporting HR 4351, the Alzheimer's Accountability Act. Together we're making it a top priority! #ENDALZ
support;"@ElTejanoVive rad Islam &amp; China greatest threat to USA &amp; Russia.We should stand together. Cold War mentality no longer justified"
information;Great crowd at my town hall in Huron, I appreciated so many people making it out today. http://t.co/r0P2IJT92t
support;Pleasure to be in Henry County today visiting w/ Abbeville Kiwanis. Thank you to everyone who came out for lunch http://t.co/dJ0XVEFJcZ
support;Received over 2,000 petitions from @Everytown supporting commonsense gun reform. Thx for your advocacy! #NotOneMore http://t.co/Z2ew0psi4j
support;A lottery to determine if preschoolers can stay in #HeadStart? We can do better. It's time to #CancelTheSequester http://t.co/8YhQDFHpyJ
attack;"It's ironic that the president is calling the #BorderCrisis a ""problem,"" since it is a problem he helped create. http://t.co/cu6RLaeQyq"
support;WWII Vet Neil Oâ€™Donnell used comm skills learned in @USArmy as pioneer in Bflo broadcasting at @news4buffalo http://t.co/lCreQjcHT9
personal;Washington Post finds more false #sequester claims coming from the White House http://t.co/ah5GhrLoMa
policy;Todayâ€™s tax code is too complex, too costly, and too time consuming (avg taxpayer spends 13 hrs filing). We must #CutTheCode
personal;New CMS report shows that #Obamacare is leaving more than 11 million Americans with higher premiums. #RepealObamacare http://t.co/PKWdcSjc3G
policy;My opening stmt at #PSI hearing w/ @SenCarlLevin on Wall Street bank involvement with physical commodities http://t.co/uxGw8zys8Q
information;Admin is working to cut #MedicareAdvantage for seniors http://t.co/c8M41eQL3c I'm working to give them options http://t.co/5zs7ZzwEuU #NV03
policy;"I sent a letter to @SpeakerBoehner urging a vote on #CIR &amp; to begin to address the humanitarian crisis at the border http://t.co/ibBAfOIz2o"
information;50 yrs ago today, Martin Luther King Jr. spoke of a dream. A dream that we must continue to stride towards #Equality http://t.co/h7TGmrs6d4
personal;"Great to be in Farmington for @jacksonlab grand opening. New facilities will bring cutting-edge research &amp; jobs to CT http://t.co/81gb8yxJ4L"
support;On National Citizenship Day, AAPIs want immigration reform with family reunification and a path to citizenship! #AAPIs4CIR
support;Americans deserve a top-notch standard of health coverage no matter who they work for. #NotMyBossBusiness #HobbyLobby http://t.co/6WzMk7mPSb
support;"On Floor honoring United States Army Reserve 105th birthday. Our Nation rests on strength of brave soldiers who volunteer, serve &amp; sacrifice"
personal;Looks like my Reno staffâ€™s TRICARE/United Healthcare/VA Public Forum is off to a great start. http://t.co/1aZAcsgtQM
policy;.@RoswellPark is one of only 41 institutions nationwide that has earned designation of Comprehensive Cancer Center https://t.co/m1gTCigQ5p
policy;My #SaveOurMilitaryCommissaries amendment was included in the funding bill that passed the House. http://t.co/OafLIRyEte
personal;Second Span of Hurricane Deck Bridge to Be Blasted Saturday... http://t.co/FbpyKlg0al
information;Typical #SNAP household with kids has income of roughly $11,000 for family of 3. #EndHungerNow
personal;Check out @wboc story on my appearance on @CrossfireCNN last night http://t.co/WCuOr9xBn4
personal;Thanks to the Sylcauga Rotary Club for having me today! http://t.co/mXuWKgkvpw
information;Did you get a chance to see the hearing on #fosteryouth who become involved in #sextrafficking? Watch here: http://t.co/1EVpBQmCmR.
personal;Waffle House dinner with my bride!  Love breakfast food for supper!
personal;"Today I am proud to announce along with @SenGillibrand @ChuckSchumer &amp; @SuffExecBellone $950K funding for Gabreski https://t.co/o1iBpeTyTI"
support;"Hope today Illinois joins the growing list of states allowing all couples the opportunity to share love &amp; commitment through marriage. #IL4M"
